,answer
98074,no
228991,yes
212716,no
349290,yes
40046,1
96832,cup
102509,nothing
67922,none
4063,cat
381992,3
273678,pink
172698,blue
361720,2
163302,yes
114144,grass
361519,1
262180,no
88448,yes
37893,no
48219,yes
152804,yes
89226,no
306222,no
34398,yes
310358,no
250656,home
167136,woman
469,red
228342,no
108288,yes
322391,yes
286815,delta
279762,yes
17391,yes
251675,1
199471,no
267067,no
233738,no
234028,no
333584,carrots
339891,yes
263721,yes
204606,wall
342936,no
196089,plane
48076,no
192904,parasailing
87925,black
223587,bicycle
134522,no
85630,yes
68537,tennis racket
70578,1
267952,park
379680,broken
22392,yes
293320,downhill
219364,bag
264329,no
77222,wood
184114,no
216106,no
105668,unknown
44273,yes
370277,yes
216700,no
258913,1
60483,no
107155,yes
33747,yes
338790,yes
144812,green
90718,india
176846,gravel
53724,0
240993,4
39632,1
183825,field
354275,yes
122237,no
135180,no
232096,german shepherd
191369,2
184188,yes
70798,no
306154,yes
374781,yes
315042,yes
81038,yes
203970,light
11521,happy
336869,no
381560,shadow
226822,no
77957,yes
45050,no
203202,black
241539,yes
339580,yes
118651,yes
137636,no
81656,heart
222153,yes
111839,1
98931,no
30299,cows
40496,eating
385442,yes
377974,no
292875,yes
151627,no
271893,no
112545,yes
51654,2
81663,no
346253,yes
199598,surfing
235551,egg
157830,4
348385,1
315100,green
20741,5
332652,yes
63195,cake
137373,kite
5312,red and green
321788,no
34486,no
79445,1
166545,beer
38803,40
346949,decoration
290095,1
241574,no
116666,1
122896,skateboarder
183417,1
166932,yes
120715,blue
197201,lettuce
329691,yes
21846,yes
86027,yes
101604,black
329111,no
230188,2
118942,yes
29654,left
87896,yes
79428,no
128755,west
117428,3
181195,yes
231566,yes
99689,no
277353,oval
138031,2
280600,bathroom
103966,4
245366,1
206414,yes
346726,yes
325697,yes
373762,orange
295299,yes
63325,yes
291945,cleats
239388,winter
167692,snowboarding
306103,0
7400,yes
178228,no
25070,no
137759,20
110823,no
217268,yes
251808,yes
132684,bench
282515,yes
380259,yes
248164,nothing
13667,yes
126724,brown
176429,pizza
135112,no
362209,no
21818,african
64435,yes
283251,no
286808,no
38389,giraffe
356988,open
124560,snowboarding
98780,yes
177737,yes
288803,yes
231157,yes
304695,yes
13308,yes
72754,no
69230,no
214719,yellow
77544,green
302373,black
108566,blue
168483,white
380170,no
324387,yes
139081,metal
9385,sidewalk
86247,red
330237,umbrella
96027,no
172564,laying
180239,broccoli
296159,yes
160225,snowboard
255735,8
334444,frisbee
67017,yes
118538,no
367399,low
214596,yes
226748,yes
161970,yes
264882,2
237594,no
188452,metal
177681,zebra
232752,yes
107544,short
107464,yes
147901,1
324198,kite
339803,no
349933,no
47508,left
321853,flowers
327992,red
189291,2
285133,yes
311160,yes
327479,soccer
249325,1
299914,yes
239863,1
275647,yellow
154148,no
216860,no
303292,no
267666,brown
32347,no
252939,no
53478,banana
213620,kitchen
83738,skateboarding
189030,airplane
118683,duck
338734,black
302757,yes
335345,3
59009,no
68472,yes
23205,yes
326298,no
245027,3
282946,on table
146636,15
362494,farm
65687,yellow
376175,man
229232,flying kite
245426,no
231503,yes
294008,sheep
230610,jet
25853,no
1594,no
264557,4
341978,black
316532,no
294460,dog
320131,red
227144,no
154284,street
337963,no
350745,yes
310983,2
101626,plaid
30252,apple
124068,ground
144005,no
10176,desk
314039,yes
54360,yes
176402,yes
365154,no
69489,round
41973,marble
115738,sandwich
145058,1
107923,no
222427,yes
320803,yes
171291,4
361881,yes
327681,handle
337744,male
6667,chairs
118675,baseball
213668,blinds
17992,red
174678,kitchen
119475,no
298079,new
29719,yes
100253,white
200998,yes
256002,no
55886,yes
6505,no
251194,cat
75060,no
334988,yes
40498,6
95858,apples
293434,south
204393,black
332355,3
354399,clock
48675,2
13607,no
71644,yes
45851,6
328949,pink
63774,shade
146180,away
152863,yes
124029,no
310827,bird
280671,no
300243,no
301433,open
357017,no
264866,no
23601,yes
137294,no
220964,cake
151315,school
289904,white
230211,pork
176749,no
350683,yes
159044,yes
339852,trees
157680,scissors
120718,cows
3257,yes
352003,100
11091,no
234345,green
225352,skateboarding
315278,short
108530,no
86518,brown
285698,yes
210892,black
375883,yes
324564,plate
344039,no
266179,pizza
243701,no
28969,full
381169,yes
363621,no
161197,yes
253945,no
54404,no
122470,silver
254725,no
338675,no
166959,skirt
356709,black and white
183192,gray
186575,red
284398,no
34696,1
90596,3
8310,yes
35674,cows
21856,yes
302206,men
183173,no
67556,scissors
372777,salad
334239,9
360529,no
292096,tabby
79885,stop
365806,yes
76509,not possible
368544,no
346517,yes
162089,soccer
184707,yes
139375,yes
354963,light
257745,no
210698,yes
140579,yes
368849,plane
366504,no
60251,0
337842,plane
220965,meat
24675,2
359263,gray
36992,yellow
221337,red
385819,no
2112,no
221508,eating
140176,no
161718,no
280813,playing game
175163,basket
271983,nothing
4623,beer
67097,3
20729,no
24944,no
119871,yes
11773,0
100268,outdoors
247415,zebras
299049,ball
174162,yes
222644,yes
252264,red
73817,yes
158677,yes
24931,no
7397,america
338899,no
180821,yes
214126,red and white
264513,no
25847,no
355572,no
84035,yes
261187,yes
375138,cat
314397,grill
274415,pizza
276297,no
146304,no
313617,nothing
91692,horse
39570,no
267115,1
45787,no
115685,yes
272060,station
294625,yes
154196,giants
276648,yes
238075,hydrant
257264,yes
184295,orange
4495,no
182303,collie
255932,curtain
328066,many
279587,no
185575,tennis
210762,no
288171,no
294814,wood
270596,yes
57082,yes
23575,green
320124,no
275838,suv
2437,yes
266449,no
364074,white
297094,blue
241087,no
134491,snowboarding
188586,no
24862,horse
178093,orange
71019,red
37334,kitchen
142077,2
377831,no
164153,table
38797,no
4558,gray
42654,yes
194767,mountains
377590,chicken
363415,yes
206262,yes
163265,yes
363751,no
314436,no
207788,no
92925,kites
17680,parade
66892,wall
65970,black
119848,orange
89957,6
253072,brown
187261,yes
120699,no
262950,no
353484,tan
230117,flowers
3363,white
330264,outside
161043,surfboard
193037,yes
118914,spinach
146728,baseball
331730,no
235051,up
310379,california
55923,no
379378,orange
295109,flowers
272653,no
206702,no
222481,white
235650,0
81988,no
171640,no
383540,red
336732,2
267908,no
184913,squares
32367,gray
8080,brick
136542,yes
295002,yes
3980,yes
171004,blue
280659,summer
91819,0
213020,yes
368718,yes
306764,no
307995,brown
93197,flower
211307,pizza
79196,no
241156,yes
210754,yes
291956,no
378354,zebra
92003,6
89453,united states
10213,wood
134936,yes
242135,yes
129246,male
182401,no
316074,orange
170497,yes
148170,right
132956,right
370404,no
347596,no
346865,helmet
258190,windows
380094,yes
164140,blender
69907,nothing
166300,no
305853,surfboard
105201,bed
308469,yes
74190,gray and white
316349,emirates
7073,glasses
44149,snow
46058,yes
370750,3
9247,metal
66729,black
244572,yes
373997,no
133626,horse
100655,1
359150,yes
108321,no
221450,no
167539,10
194756,protection
217742,0
22176,christmas
87664,skis
301169,pizza
124645,2
359823,yes
305308,15
372155,umbrella
97465,yes
182493,2
280569,table
221926,2
380748,no
320904,yes
22763,blue
46433,4
216760,wood
250660,4
205018,hat
326255,yes
35351,paper
259087,1
56726,yes
266657,0
298922,giraffe
381185,yes
134747,yes
313512,night
165824,pink
346451,people
110503,phone
70045,2
322258,man
259083,2
6340,4
25264,sauce
88439,yes
188797,no
188787,yes
264609,outside
386182,no
85695,baseball
263330,3
281552,yes
195695,american
135649,2
138957,blue
20591,2
219268,blue
30680,white
284078,yes
347616,1
327947,yellow
149223,yes
327563,2
98183,3
178563,taking off
167665,no
93874,no
317060,standing
7828,yellow
316297,no
282176,yes
103061,2
251630,yes
304261,bedroom
80611,outside
60569,no
135093,yes
226783,surfboards
215246,no
121847,yes
138461,yes
318258,no
82323,no
4990,5
316315,clock
170589,no
97317,no
147006,baseball
101116,no
51357,nothing
358412,1
57513,cheese
210867,chinese
32817,no
290288,2
353209,no
214499,red
179461,no
327618,1
267334,metal
45578,yes
12020,white
82402,plate
84538,no
61542,lot
150720,black
345073,open
136041,yes
266946,red
253243,bananas
82873,no
143762,snowboarding
224280,2
233909,window
361806,man
352577,1
313211,red
274513,male
205636,black
387737,no
295546,no
255262,yes
174736,2
155169,street
246033,red
195028,eating
268982,tv
192384,green
145950,yellow
300535,yes
37617,food
299791,kites
233556,mozzarella
24884,no
359333,yes
157906,0
158839,no
288098,no
213527,no
137179,drinking
189387,yes
242944,0
101073,black
161416,tennis court
107932,no
172179,dunkin donuts
119833,no
35335,yes
366400,man
2711,no
303309,yes
266191,1
248444,snowboard
304039,yes
384925,no
89002,standing
133886,yes
33279,no
151157,no
172677,airplane
5138,yes
337992,yes
284,1
90477,yes
267379,0
262750,yellow
27279,tennis
322769,no
330661,2
121561,no
218903,yes
229458,right
166021,dining room
13953,yes
193419,right
187870,red
383886,yes
192720,man
374242,yes
295342,yes
201046,waves
130197,yes
376269,2
380455,yes
159207,no
63101,no
156849,no
364575,green
172475,yes
92253,3
87618,2
168783,yes
305191,no
58837,white
182569,no
36721,no
23398,white
242550,rocks
64177,bench
195431,no
66338,man
292900,yes
328188,shoes
255185,yes
244020,brown
285327,yes
8466,19
197666,tile
121545,no
138660,tennis
323702,italy
191514,no
120722,4
115757,1
173430,phone
303082,park
252111,0
374517,yes
127179,yes
175062,short
383089,2
171058,yes
78193,yes
240075,no
68837,summer
52350,none
174994,dirty
296287,no
95304,yes
133259,no
197047,yes
294453,no
150425,yes
263753,no
285471,no
163832,right
250515,yes
333621,helmet
148892,no
161287,yes
146822,baseball
316466,no
85966,yes
322697,market
193449,gray
127326,1
237046,cloudy
378188,pink
139446,yes
176196,yes
239286,2
273142,boy
222569,restaurant
212988,no
257737,no
22012,big
385346,9
80746,octagon
44971,green
218629,yes
253708,wii
185362,bedroom
13203,white
64498,yes
174939,none
192179,yes
95590,yes
26693,yes
254050,curtain
187243,yes
223946,yes
238681,double decker
186128,no
228218,wood
350332,yes
287767,soup
120590,no
2939,smoke
217662,yes
336133,8
129732,daytime
10539,no
270537,no
36633,2
117553,reading
231895,no
108080,sad
316417,no
40866,beanie
341677,leather
140802,yes
112655,shorts
285795,yes
263125,yes
367148,no
128985,left
1204,green
229106,yes
91380,yes
189703,no
61550,no
312581,color
313888,yes
283189,yes
279069,no
269338,lettuce
77852,yellow
369471,yes
148723,leaves
257992,mirror
379622,no
210629,no
179647,yes
7201,no
33242,no
237172,2
35496,0
52532,table
34063,yes
150171,brown
333166,no
167881,no
95236,brown
152397,white
67371,no
272125,white
84955,yes
283191,yes
134069,blue
59258,church
213018,yes
152496,yes
339023,seagulls
144840,5
21287,yes
357885,no
269540,no
172727,no
269904,3
103356,yes
78608,0
24909,street
131506,white
330745,no
242579,5
139510,no
250210,yes
216527,yes
318929,lights
343174,no
255253,1
224371,kite
160917,gray
354470,no
284411,zebras
32414,in water
349612,table
136124,bacon
383195,2
185328,yes
258447,sign
261442,no
270033,yes
113927,skis
78418,rain
320570,dog
12821,no
125720,4
299287,eggs
246118,no
11472,stop
21538,water
8224,red
127759,no
232122,no
2687,sitting
178847,2
287154,yes
145936,bmw
25412,no
51620,right
21256,yes
165304,3
172719,people
76310,3
358066,2
119930,yes
162244,no
121620,talking on phone
223380,no
234660,no
204011,off
5465,yes
58508,no
103681,building
194126,right
117917,3
253468,stone
67452,yes
87014,apron
323239,no
251389,1
185462,yes
125837,old
89397,yes
157598,dog
275884,shelf
198854,no
363770,soda
226117,2
171995,many
118761,banana
166099,no
200071,no
273761,yes
369248,no
98452,cotton
219548,white
102217,no
38531,yes
107594,white
261197,cloudy
2582,1
189514,yes
61724,light
134100,surfing
61519,no
292664,no
161999,8
365518,bathroom
235865,no
25839,forward
236477,wall
155670,man
265712,bear
137737,yes
256483,nokia
225602,twin
320352,2
362913,5
46449,playing frisbee
42626,baseball
143754,sheep
255047,8
45529,dogs
224926,1
126960,yes
87062,1
91041,1
514,1
71609,carpet
275792,no
202159,bear
246513,1
58174,no
130658,cake
90526,yes
242598,red and white
11527,no
56976,sausage
365923,15
166118,yes
126828,yes
50741,business
322540,no
75313,no
352317,white
118807,laptop
83422,right
233364,no
373536,no
71401,1
116164,no
137226,passenger
68310,yes
15247,tennis
81532,yes
65072,yes
50186,white and blue
162574,1
248393,yes
231562,yes
95023,left
217756,no
226754,many
169226,gray
293031,no
348471,no
227598,1
106497,blue
60719,tomato
84716,snow
8698,orange
135356,no
226591,yes
46891,wii remote
360374,flying kite
279392,brown
40828,no
189011,food
6785,stop
9531,yes
149013,yes
186610,no
49775,stop
147259,hydrant
383210,orange
308879,2
85795,phone
240353,pizza
60118,fall
196785,0
186736,no
183212,1
273610,black
233758,yes
293309,3
164092,no one
86176,white
386050,no
291855,blue
107737,flowers
120675,yes
353897,yes
27912,no
362789,no
28242,yes
48387,yes
161871,calico
109665,no
169923,blue
240591,yes
261163,yes
247205,no
221699,no
380756,1
384055,yes
265877,yes
249751,red
96395,no
173048,yes
216133,2
172498,no
302010,window
24652,no
334342,green
312060,baseball
336720,left
85014,bed
357080,no
197054,1
281750,yes
205624,8
382984,skateboard
80181,frisbee
87382,red
159232,no
47537,yes
268338,woman
174378,no one
58328,no
290195,yes
164752,no
71865,spoon
227125,no
205161,no
47506,0
246264,vase
168190,1
323116,yes
32198,no
266204,clock
148634,no
90080,outside
101241,backpack
337233,white
287157,2
220175,left
81992,black
38042,no
118374,no
230950,yes
261013,yes
64802,tv
102081,2
112544,safety
251968,yes
36019,on ground
156171,green
177770,2
251356,strawberries
186458,yes
99191,yes
226120,19
90843,yes
138701,2
227584,no
340778,yes
32151,1
335054,no
79201,clock
76454,orange
267833,bench
367648,coffee
120418,no
219066,flying kite
202413,no
251992,flying
95,yes
168500,yes
241289,field
224050,1
213261,no
56513,trees
143468,purple
45676,elephant
157860,red
52085,yes
22399,umbrella
91461,no
376154,0
191059,yellow and black
324874,no
178214,1
215574,yellow
61341,carrots
161955,yes
32670,8
13114,closed
340385,2
342859,yes
355160,red and white
303761,0
40474,sheep
208105,bed
20153,yes
255796,yes
184903,yes
231007,blue
173562,stop
104340,no
29020,6
183210,office
297518,green
174397,4
327273,horse
137243,pink
254932,yes
4478,yes
257475,yes
376131,blue
330540,old
181714,yes
355841,right
319735,yes
376430,no
120824,left
102700,sheep
388115,fence
227470,no
259810,blue
83634,green
345404,table
379739,4
309899,red
3070,green
215471,0
249504,yes
199556,3
181991,glasses
10070,no
221864,no
103720,no
133110,yes
383477,phone
21437,yes
22133,brown
213562,yes
138467,baseball
137803,cement
71968,cold
326469,red
187952,2
18499,no
349847,gray
64946,white
267185,no
363607,old
311430,baseball
123372,black
164405,no
185940,no
287877,yes
26277,no
285637,red
342002,pink
37211,no
358687,bicycle
4965,beer
225740,white
299468,no
58192,person
89766,yes
251052,black
189280,no
341985,train
144111,night
367172,surfboard
259927,red
353321,2
169495,no
260184,no
242809,nothing
335717,white
291222,no
221690,3
178708,sheep
108410,dusk
251119,trash can
239088,no
252974,plane
195908,black
264218,yes
236857,yes
344251,9
331554,no
199119,yes
38347,no
190854,playing wii
130234,sink
25584,no
27208,bowling
199662,india
159853,red
23717,none
232558,4
140943,no
120107,teddy bear
376332,white
51591,yes
109758,white
180671,bowl
63225,floor
133363,5
183477,gray
289548,no
288625,white
68280,cars
334658,yes
381064,no
212403,skateboard
165147,yes
16449,fish
366220,no
369937,no
328229,yes
163792,yes
170151,yes
2983,oranges
157272,1
110436,no
36840,1
131474,2
73733,no
84409,yes
385840,1
168612,yes
330836,nothing
278716,no
245088,yes
5943,no
345840,no
102559,yes
226615,no
89245,nothing
220724,walking
160719,white
206493,yes
102233,no
273552,yes
29365,no
88602,no
146129,yes
20480,1
234079,4
30067,no
186304,dog
57490,yes
24240,snowboarding
169220,glasses
127033,no
135817,shelf
245324,apple
121309,beige
203415,no
357039,2
114168,yes
247282,stone
83124,fire hydrant
68205,spinach
350716,4
314828,wii
356031,sheep
106696,daytime
281432,straight
163952,counter
86866,camera
239437,gray
157530,night
324748,no
39302,no
296715,bike
209876,red
336450,no
251997,0
277554,no
281394,yes
75083,black
32723,none
367943,cat
43699,fruit
328588,yes
193044,yes
14462,yes
369952,no
92320,skateboard
306384,man
284659,ocean
191255,no
130548,visor
176668,1
205510,3
96968,3
310679,plane
314276,microphone
273450,orange and white
69229,3
49551,red
322751,gray
62395,orange
257551,truck
197456,yes
252955,no
221184,brown
57423,red
335067,yes
112428,no
346685,no
17219,yes
350707,grass
61936,no
153464,yes
130572,yes
180507,yes
238193,jet
107999,4
59365,no
171243,6
362186,no
311715,white
302917,1
1852,banana
69968,2
357651,0
73380,yes
37092,green
3108,black and white
251213,old
187939,no
36610,no
25908,brown
358662,1
282305,bathroom
300025,dog
2093,american
238900,yes
29259,shirt
11365,tennis
368536,donuts
47022,watch
267463,no
187673,grass
167499,no
74359,2
116637,no
1093,snow
29463,no
195562,0
265725,no
181703,no
358290,cat
135732,yes
79581,no
239914,banana
161697,no
91085,snow
109423,tennis
274533,p
88530,no parking
56117,4
97299,morning
236603,yes
98430,no
225240,talking
299164,no
348957,yes
202577,yes
344609,red
374806,in front
121038,yes
215072,yes
88138,boat
340625,sign
25006,17
60357,beach
36090,yes
156939,eating
371523,no
31144,dell
128356,teddy bear
94818,fish
346770,skiing
167987,yes
371957,yes
168608,yes
301304,no
258780,yes
130406,3
95405,yes
173440,surfing
256467,yes
353900,yes
140760,no
270920,giraffe
258102,baseball
157098,yes
289550,yes
55502,teddy bears
20981,6
195837,cell phone
223723,bottom
136895,no
265626,yes
20310,yes
386956,3
38587,cat
281731,table
91495,sun
135039,no
167117,suitcase
374548,wood
203292,boat
243289,no
207893,palm
56484,2
297230,no
305433,no
371510,black and white
303960,school
280167,man
255879,yes
315133,12
197344,yes
40611,yes
379617,white
211472,cell phone
37729,no
160556,yes
333198,playing tennis
60184,10
167023,no
288798,no
65613,no
211771,yes
82506,blue
233780,yes
28070,fence
331872,spoon
101544,wetsuit
376268,15
28660,white
120879,15
99240,yes
167745,7
302497,tomato
379053,necklace
17092,no
198065,no
346519,black and white
65339,yes
34127,no
191548,no
286620,red
291720,bus
295185,donut
355818,plate
146550,yes
129858,bear
367830,2
194255,2
293055,orange
348281,trees
212753,giraffe
259833,white
365993,no
45522,yes
183720,morning
93471,black and white
343852,no
370308,no
148946,yes
251296,no
269320,no
223123,yes
196219,red and white
164536,yes
306319,yes
93181,bulldog
225376,no
49923,skateboarding
22517,no
123221,halloween
76673,saddle
42942,yes
280854,yes
249902,middle
43337,yes
240097,boy
104274,frisbee
245692,9
25003,yes
212968,21
299931,boat
121182,0
341069,wood
147484,yes
274445,white
71496,no
254042,yes
217896,yes
200207,painting
250966,2
162994,no
170579,no
334815,yes
27888,no
62062,blue
329504,black and white
98269,yes
171875,1
254912,elephant
123196,yes
295307,bulldog
247003,7
178676,2
292681,no
31254,no
23008,no
326701,baseball cap
174466,yes
51851,yes
200651,large
335419,yes
215076,sunny
287818,no
156808,male
368748,floral
97893,horse
3105,no
303462,red
273595,white
7890,yes
321309,talking on phone
22109,snow
73034,japan
74054,yellow
40641,no
49367,yes
355865,no
344918,luggage
233690,yellow
122368,brown
31995,air
45251,blue
77296,1
301316,yes
220805,kite
172028,bus
250503,sleeping
293896,yes
240045,tomato
315731,2
7029,2
189764,yes
211244,1
341079,yes
153862,yes
385367,no
328432,brown
160720,no
287605,1
6835,3
276280,dog
212383,english
125100,black
349888,yes
41540,black
225034,no
26002,25
217681,no
346901,yes
175241,elephants
333514,2
335474,no
2949,red
225709,grass
151053,10
283673,yes
137425,yes
375546,yes
338706,white
114676,no
324804,1
174024,yes
348513,flying kite
82376,no
273312,kite
68573,yes
276186,yellow
90302,yes
100057,grass
276661,surfing
63028,phone
311265,yes
217697,france
318012,soccer
340671,gray
284405,leather
314375,no
278377,glasses
64919,no
304562,male
210720,laptop
262977,yes
268832,yes
193856,sandwich
111819,no
285878,no
23932,field
361384,no
201642,harley davidson
8518,brown
360295,yellow
185524,yes
297689,baseball
335065,yes
385968,no
76576,0
294825,1
69117,tennis
31800,black
28843,yes
92224,red
300412,yes
167980,no
350562,white
25512,cutting
121130,no
203185,yes
304323,plane
329302,yes
162061,beach
330450,oak
151871,0
256930,no
246350,yes
27675,no
34643,blue
357716,teddy bear
241056,cement
11406,black and white
297619,clear
142619,no
355526,2
25139,yes
149766,blue
277604,6
365259,no
58883,orange
265796,3
319605,no
57714,1
369991,yes
63355,0
25295,yes
162524,surfboard
62835,no
61518,on sidewalk
165564,bathroom
320484,police
97785,sand
200539,dress
90899,yes
328926,no
366532,city
140198,fork
288929,bushes
150082,pen
299441,wood
280881,north
134079,1
307352,white
288826,gray
217555,brown
71341,green
346376,no
2968,yes
85108,2
262320,no
246113,england
139193,no
179059,sunny
7523,no
234544,5
61931,yes
353104,evening
245270,no
184849,yes
298779,1
199763,yes
340546,2
381344,white
346181,no
351874,yes
384179,laptops
269702,10
280781,yes
305598,no
369449,no
76535,mountains
270661,no
10157,no
219048,4
219366,windows
14916,no
364172,no
1930,white
143267,string
173315,eating
311209,wood
373101,pepper
220741,coffee
277064,yes
349725,yes
252739,no
353393,bus
249417,cat
125144,1
322328,no
140184,no
147239,tomato
246311,3
112239,yes
189880,soda
384204,yes
279012,bird
103870,yes
357985,yes
23881,horse
91611,yes
77422,yes
294398,no
321356,stop
79514,no
319129,food
30698,yes
267599,yes
38049,no
175288,no
261557,blue
39452,no
313280,down
128573,apple
148039,tennis
51871,blue
38807,yes
186043,5
286827,tennis
328797,batting
258693,3
257794,1
216176,white
213543,cow
164047,pen
359779,no
249965,long
310406,yes
209222,nothing
105981,beach
379259,no
122837,reflection
255032,yes
241743,no
273891,female
253631,yes
116396,green
148876,laptop
1935,no
144718,outside
305528,banana
97745,white
51115,truck
159704,yes
65903,yes
242446,yes
284261,no
136340,short
304249,bedroom
16716,8
265227,big
201887,christmas
201608,skiing
165099,no
176982,tile
146160,white
269807,red
56094,no
189510,box
257553,night
237174,green
255,no
380645,east
368917,books
188668,no
337924,surfing
160582,person
178147,3
102651,yes
316130,1
367071,yes
346556,morning
282342,flower
103258,yes
87514,trees
368541,1
41000,no
320021,3
3090,yes
172250,no
363304,yes
17230,9
36466,no
114453,3
223620,yes
222607,jacket
46542,black
38231,7
132013,coffee
62054,black
135717,1
297326,1
266323,2
148509,no
144277,yes
126490,no
374466,brown
376265,red
312312,rainy
175553,yes
224795,1
75878,ski
183164,red
276765,no
314532,no
201200,brown
3409,yes
129975,apple
58030,yes
4975,yes
333333,2
180809,4
75183,yes
132187,no
92157,sitting
384778,wii remote
339353,yes
291866,motorcycle
55840,3
84246,nothing
87557,gray
369505,3
133400,grass
14765,soda
370008,brown and white
257886,gray
320992,no
44700,yes
5386,no
298878,no
93210,none
283933,many
184379,blue
306121,no
339604,yes
229522,no
31779,2
211712,rose
272428,nothing
218278,dunkin donuts
14353,8
120687,no
227613,yes
362167,7
168905,no
11118,yes
217335,no
365643,yes
322629,yes
51611,no
62652,no
41922,yes
159117,2
350637,lunch
228279,black
41346,evening
216642,white
384713,no
178305,red
38753,cow
197871,yes
361536,no
260452,white
228184,yes
204038,unknown
22889,rectangle
5674,truck
231574,green
351062,5
337687,pizza
188978,3
113772,floral
272598,no
196431,no
20427,2
312614,standing
387515,ground
12069,nothing
158221,tv
101048,1
122801,nothing
78347,no
253480,yes
130890,yes
235540,no
137133,stop
208637,yes
195065,no
302687,no
337403,gray
345091,no
17172,no
282718,no
364574,yes
271838,girl
358783,1
371990,no
321069,no
218136,yes
209209,yes
299467,grass
192689,bike
145847,no
237025,3
264392,metal
303168,no
72578,real
190776,trees
366943,tree
46190,yes
170416,2
18159,wood
223048,no
127075,no
17102,bird
175537,church
142443,navy
125595,brown
305253,no
125346,no
205311,pink
357194,kitchen
265383,red
24763,no
324914,1
203190,no
65222,baseball
212667,no
53274,yes
134586,yes
359902,white
287803,no
346691,night
262201,dirty
379701,yes
74022,no
137343,no
368563,no
55370,no
274554,many
6477,sitting
158078,no
384159,green
179371,bat
253167,yes
140643,4
62180,red
184784,baseball
345228,yes
87386,pizza
374350,kitchen
170642,yes
198267,5
248645,brown
209199,yes
33905,tan
26830,lunch
97301,yes
252888,no
257497,yes
167049,no
206221,29
62760,yes
40299,0
226029,yes
372178,yes
337137,left
161226,no
201442,roman
370700,red
116844,yes
132560,train
135730,white
194503,pink
28221,woman
113869,yes
225738,yes
139331,yes
313939,yes
34611,man
202564,no
14166,blue
300501,no
140789,metal
262758,5
309228,2
203578,5
191796,brown
129290,bear
160165,yes
367264,overcast
342456,yellow
182441,headband
255147,yes
365876,gray
326750,black and white
12729,winter
186596,left
286555,yes
132474,yes
301459,no
16056,yes
356360,wooden
287129,chair
203592,airplane
218374,kite
296092,snowboard
103917,yes
104404,3
276010,no
314543,no
8996,scarf
376088,shoes
232670,yes
66100,white
293393,yes
196337,snow
162077,laptop
164289,black
203152,no
12403,no
30083,no
298044,no
88361,public
166366,no
189680,white
71156,spoon
132490,female
161210,no
100476,windows
357935,yes
238938,no
78828,1
199314,blue
372587,train
142306,yes
365645,red
81105,no
94580,no
315742,no
185888,frisbee
380847,green
368822,sitting
224984,yes
362258,no
177648,yes
173050,nothing
62670,blue
139282,west
343984,no
219486,no
321191,wedding
364301,old
138622,black
128481,leather
266539,yes
257331,yes
205198,grapes
29348,raining
356955,flowers
203886,2
48735,toilet paper
305810,on ground
254981,no
213463,5
136956,yes
290852,brown
82064,man
210777,yes
314743,no
79860,plate
171612,yes
196193,solid
53846,mountains
295288,30
125378,no
294088,plant
8848,toast
33084,shallow
105534,no
294623,3
260865,yes
96877,yes
69363,no
303544,blue
147619,india
15415,apple
310261,yes
253023,sleeping
105834,horse
156232,vase
58717,0
371421,yes
287194,no
83677,stove
194125,tie
224159,beer
164823,yes
7738,sitting
160083,on
324771,baseball
288606,bathroom
104364,red and yellow
315357,no
117313,2
16751,cheese
129590,party
200977,no
157896,no
108238,2
139053,yes
320827,yes
231909,1
331878,texting
61652,tomato
137505,no
104971,3
113706,food
59937,chair
13139,no
338158,blue
11940,stove
339255,horse
142458,no
203577,yes
82044,1
35019,yes
384178,apple
316336,1
288632,no
222884,very
127528,blue
79724,broccoli
118494,no
113547,no
55973,yes
176821,eating
177848,red
2339,0
51872,zebra
317260,white
62380,no
120907,left
236653,yes
369456,yes
14054,yes
358311,no
104848,2
163123,lunch
70552,yes
63868,6
261632,white
33949,yes
372177,red
211102,no
286410,yes
298770,lights
296554,2
80148,white
298223,3
65290,yes
309763,no
124544,bathroom
288428,no
386011,yes
254497,3
138996,zoo
167550,yes
207034,bird
344708,no
3045,yes
27051,yes
73573,zoo
271327,yes
211561,cars
378526,yes
137431,yes
91429,white
284872,0
299046,tree
382548,concrete
355460,playing tennis
172578,yes
235884,pink
330538,no
232394,frisbee
269644,yes
320033,yes
362800,yes
135944,1
209703,brown
240297,yes
136399,no
296897,outside
90321,wii
75495,bathroom
349609,yes
11994,no
62465,yes
166602,7
95617,no
41550,gray
161325,no
190328,silver
98779,yes
38119,4
308625,warm
17544,female
87253,camera
351927,no
338419,no
371651,yes
190260,yes
44201,no
207099,wood
375959,blue
238077,no
311521,2
193414,1
279925,pepperoni
34792,2
283915,wine
86360,yes
238675,yes
153909,clock tower
339018,gray
23950,no
382897,white
362707,no
80666,couch
323663,frisbee
149237,2
337831,1
137975,yes
298709,no
61714,no one
289763,no
371878,2
313468,no
358946,no
311325,yes
159949,man
199819,yes
303786,black
1034,gray
101932,no
343638,white
318899,no
169999,5
361562,yes
65216,bathroom
314546,1
100042,brown
33802,right
349753,no
136069,yes
115103,no
123333,bear
88695,fork
358555,1
89836,food
89915,banana
79322,outside
122854,no
242512,sky
10896,no one
219661,evening
74304,yes
221630,yes
52501,wine
264180,no
336293,50
14890,no
17480,bears
95915,2
312628,no
266024,truck
48424,0
78420,red
278758,no
